¼ø¼­,ÀÌ¸§,ÆÀ,°æ±â ¼ö,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,ÃÑ ·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ì,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR,WPA
54,Ã¤»óº´,07µÎC,91,307,279,32,66,13,1,7,102,30,2,2,10,10,0,69,4,8,0,0.237,0.288,0.366,0.653,0.298,76.9,1.27,
55,Á¶µ¿È­,07SLF,121,345,290,48,79,8,3,0,93,18,25,6,31,7,1,59,1,13,4,0.272,0.352,0.321,0.673,0.312,86.6,1.22,
56,±è°­¹Î,07SCF,124,374,334,51,81,10,3,4,109,18,19,10,28,6,0,57,6,5,1,0.243,0.312,0.326,0.638,0.301,78.6,1.18,
57,ÇÑ»óÈÆ,07ÇÑ2B,118,363,313,33,81,15,1,2,104,22,6,5,35,0,0,51,8,13,2,0.259,0.331,0.332,0.664,0.306,83.3,1.11,
58,½Å¸íÃ¶,07»ï2B,126,471,416,43,105,20,2,5,144,31,19,9,27,3,0,68,11,23,2,0.252,0.301,0.346,0.648,0.29,71.6,1.02,
59,±Ç¿ë°ü,07LSS,121,398,349,41,84,12,3,4,114,36,11,4,26,4,1,67,14,16,3,0.241,0.298,0.327,0.625,0.283,66.5,1,
60,ÀÌÀç¿ø,07SDH,66,119,108,16,36,8,0,3,53,21,1,0,7,3,0,13,4,0,1,0.333,0.387,0.491,0.877,0.404,153.9,0.97,
61,¾È°æÇö,07µÎ1B,109,400,351,26,96,17,4,2,127,49,1,0,33,6,2,27,13,4,6,0.274,0.341,0.362,0.703,0.326,97.3,0.96,
62,½Å°æÇö,07ÇÑC,107,287,260,33,65,9,0,2,80,15,4,0,16,2,0,39,7,8,1,0.25,0.298,0.308,0.605,0.281,66.2,0.95,
63,¼­Æ°,07KLF,34,128,106,14,29,7,0,3,45,10,0,0,21,1,4,25,0,0,0,0.274,0.398,0.425,0.823,0.377,133.1,0.93,
64,¹éÀçÈ£,07ÇÑ2B,80,199,164,18,37,4,0,6,59,18,0,0,29,1,1,41,5,3,2,0.226,0.342,0.36,0.702,0.327,97.7,0.91,
65,È²Àç±Õ,07ÇöSS,63,171,160,19,48,6,0,2,60,12,2,2,5,1,0,33,1,4,1,0.3,0.323,0.375,0.698,0.32,92.7,0.85,
66,°­ºÀ±Ô,07»ïRF,83,170,142,20,40,9,1,1,54,13,4,2,16,5,0,25,4,5,2,0.282,0.37,0.38,0.75,0.345,110.6,0.84,
67,¹Îº´Çå,07µÎRF,119,372,328,53,80,14,3,3,109,31,30,9,28,5,0,56,5,5,6,0.244,0.308,0.332,0.64,0.299,77.4,0.83,
68,Æä·¹Áî,07·ÔRF,47,184,176,21,48,8,0,8,80,28,1,1,4,3,1,21,8,0,1,0.273,0.299,0.455,0.754,0.342,108.4,0.78,
69,ÀÌ¿ø¼®,07·ÔSS,121,407,363,43,95,10,1,1,110,29,2,5,24,3,0,57,7,16,1,0.262,0.312,0.303,0.615,0.284,66.7,0.71,
70,±èÃ¢Èñ,07»ïCF,100,284,251,20,62,14,2,3,89,22,2,4,17,5,0,34,6,9,2,0.247,0.306,0.355,0.66,0.3,79,0.66,
71,±è¿ø¼·,07KLF,114,360,313,40,76,11,4,3,104,28,9,9,38,2,0,58,5,6,1,0.243,0.328,0.332,0.66,0.311,86.2,0.65,
72,³ªÁÖÈ¯,07µÎSSS,117,331,284,30,69,13,2,2,92,27,3,4,22,4,0,42,6,15,6,0.243,0.301,0.324,0.625,0.282,65,0.57,
73,±èÁÖÂù,07·ÔRF,113,416,387,49,101,17,1,5,135,30,22,8,13,8,3,69,4,7,1,0.261,0.298,0.349,0.647,0.296,75.6,0.57,
74,¼Õ¿ë¼®,07·Ô2B,44,76,70,4,24,4,0,0,28,12,0,1,5,0,1,21,0,0,1,0.343,0.382,0.4,0.782,0.363,123.8,0.55,
75,À¯ÇÑÁØ,07ÇöCF,112,231,197,21,44,6,0,5,65,35,2,0,22,4,2,23,10,7,1,0.223,0.313,0.33,0.642,0.294,75.3,0.53,
76,ÀÌÀçÁÖ,07KDH,90,282,243,19,63,13,0,5,91,36,0,2,34,0,0,47,9,0,5,0.259,0.344,0.374,0.719,0.338,105.4,0.51,
77,±èÀç°É,07»ï3B,116,378,314,39,73,12,0,2,91,22,17,7,34,6,0,68,6,21,3,0.232,0.317,0.29,0.606,0.279,63.7,0.5,
78,Á¶°æÈ¯,07KLF,64,152,129,8,29,8,0,5,52,18,0,2,16,4,0,39,3,3,0,0.225,0.329,0.403,0.732,0.336,104.1,0.48,
79,ÀÌ¿µ¿ì,07ÇÑLF,97,337,294,31,70,14,4,0,92,28,4,2,37,0,1,36,10,3,3,0.238,0.32,0.313,0.633,0.3,79.2,0.45,
80,Á¤ÀÇÀ±,07LRF,88,208,193,22,54,8,1,3,73,20,2,2,11,0,3,22,7,2,2,0.28,0.316,0.378,0.694,0.314,88.7,0.42,
81,¹Ú±âÇõ,07·ÔSS,108,320,266,26,59,8,1,1,72,24,5,4,34,3,0,44,5,13,4,0.222,0.313,0.271,0.583,0.274,59.7,0.38,
82,°­º´½Ä,07Çö1B,91,150,135,11,37,4,0,4,53,17,0,1,13,0,1,24,5,0,2,0.274,0.333,0.393,0.726,0.336,104.1,0.38,
83,Á¤°æ¹è,07S2B,116,381,333,30,75,16,1,4,105,50,3,3,22,12,1,62,6,12,2,0.225,0.295,0.315,0.611,0.282,64.8,0.35,
84,À±Àç±¹,07µÎRF,74,227,202,26,52,6,1,3,69,23,5,4,20,0,2,31,2,3,2,0.257,0.321,0.342,0.663,0.306,83.1,0.35,
85,±è¿ë¿ì,07LDH,41,61,50,3,15,1,1,0,18,3,0,0,9,2,1,4,2,0,0,0.3,0.426,0.36,0.786,0.377,133.5,0.34,
86,±èÁÖÇü,07K1B,36,120,108,14,25,7,0,6,50,16,1,1,5,4,0,30,3,2,1,0.231,0.288,0.463,0.751,0.334,103,0.34,
87,±èÅÂ¿Ï,07ÇÑDH,61,105,94,11,23,5,0,4,40,12,0,0,9,2,0,22,3,0,0,0.245,0.324,0.426,0.749,0.347,111.9,0.31,
88,¼ÕÁöÈ¯,07K2B,102,307,267,26,58,9,1,6,87,33,1,1,21,6,0,31,12,7,6,0.217,0.283,0.326,0.609,0.28,64.9,0.28,
89,Á¤»óÈ£,07SC,66,90,83,7,18,4,0,2,28,12,1,0,6,0,0,25,1,0,1,0.217,0.267,0.337,0.604,0.281,64.6,0.27,
90,½É±¤È£,07ÇÑC,76,151,132,14,26,4,1,3,41,14,3,1,7,6,1,24,5,6,0,0.197,0.269,0.311,0.58,0.262,53.4,0.26,
91,ÀÌÀÎ±¸,07·ÔCF,65,204,167,18,33,8,2,1,48,12,2,2,19,9,0,34,2,7,2,0.198,0.31,0.287,0.597,0.282,65.2,0.25,
92,·ùÀç¿ø,07KCF,10,12,12,4,4,0,0,2,10,2,0,0,0,0,0,3,0,0,0,0.333,0.333,0.833,1.167,0.513,228.8,0.25,
93,¿ÀÀç¿ø,07µÎSS,49,64,58,10,15,4,0,0,19,5,3,2,4,1,0,17,1,0,1,0.259,0.313,0.328,0.64,0.304,81,0.24,
94,±èÀÏ°æ,07Çö2B,117,444,376,44,93,11,1,3,115,26,9,3,25,6,0,56,11,36,1,0.247,0.304,0.306,0.61,0.269,57.6,0.23,
95,ÃÖ±â¹®,07·ÔC,58,66,59,11,13,3,0,0,16,5,1,0,7,0,0,7,2,0,0,0.22,0.303,0.271,0.574,0.281,64.5,0.2,
96,¿¬°æÈì,07ÇÑLF,36,82,77,7,20,6,0,1,29,7,0,0,5,0,0,16,4,0,0,0.26,0.305,0.377,0.682,0.318,91.8,0.18,
97,Á¤¿ø¼®,07µÎ1B,78,68,62,18,15,1,2,1,23,8,5,1,2,3,0,21,0,1,0,0.242,0.299,0.371,0.67,0.308,84.5,0.18,
98,ÀÌÁ¤½Ä,07»ïC,65,73,64,6,10,3,0,3,22,9,0,0,7,1,0,10,1,1,0,0.156,0.25,0.344,0.594,0.274,60.3,0.15,
99,Á¤¹ü¸ð,07ÇÑC,3,5,5,1,2,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0.4,0.4,1,1.4,0.616,296.5,0.15,
100,ÀÌ¼º¿­,07LDH,75,158,141,20,35,6,2,1,48,14,7,1,9,5,1,51,2,2,1,0.248,0.314,0.34,0.655,0.304,81.4,0.15,
101,°­±ÍÅÂ,07ÇöC,55,116,108,5,25,8,0,0,33,6,0,0,5,0,0,13,5,2,1,0.231,0.263,0.306,0.569,0.262,53.1,0.12,
102,±ÇÀ±¹Î,07KC,11,20,19,0,5,0,1,0,7,0,0,0,0,1,0,4,2,0,0,0.263,0.3,0.368,0.668,0.312,87.1,0.1,
103,È£¼¼,07·ÔDH,23,100,86,5,22,4,0,1,29,12,0,0,14,0,3,12,3,0,0,0.256,0.36,0.337,0.697,0.325,96.5,0.1,
104,°­¸í±¸,07»ïSS,68,32,27,13,3,0,1,0,5,2,13,3,5,0,0,9,0,0,0,0.111,0.25,0.185,0.435,0.224,25.5,0.09,
105,±èÇý°â,07µÎRF,8,6,5,0,2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0.4,0.5,0.4,0.9,0.442,180,0.07,
106,¼­Á¤,07ÇÑ,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.951,526.3,0.05,
107,±è¹®È£,07·ÔRF,27,46,41,5,10,0,0,1,13,6,0,1,3,2,0,15,0,0,0,0.244,0.326,0.317,0.643,0.312,86.8,0.05,
108,¹ÚÁ¾À±,07·Ô,8,9,9,1,2,1,1,0,5,1,0,0,0,0,0,1,1,0,0,0.222,0.222,0.556,0.778,0.335,103.5,0.05,
109,Àü±ÙÇ¥,07Çö,4,4,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.333,0.5,0.333,0.833,0.418,160.6,0.05,
110,±èÁ¤¼ö,07K1B,3,3,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1,0.445,180.7,0.04,
111,±è½Â°ü,07·Ô,5,7,6,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0.143,0,0.143,0.103,,0.03,
112,ÀÓÅÂÈÆ,07µÎP,9,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.475,203.7,0.03,
113,È«À¯ÅÃ,07·Ô,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.03,
114,ÇãÁØ,07ÇöC,35,42,39,2,9,2,0,0,11,4,0,0,1,1,0,10,2,1,0,0.231,0.268,0.282,0.55,0.257,49.4,0.02,
115,À¯´öÇü,07Çö2B,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0.02,
116,ÃÖ½ÂÁØ,07L,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0.02,
117,ÀüÇöÅÂ,07ÇÑ3B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0.02,
118,±Ý¹ÎÃ¶,07µÎ,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0.36,121.3,0.01,
119,¾ÈÄ¡¿ë,07LCF,12,19,18,2,4,1,0,0,5,1,1,0,1,0,0,4,0,0,0,0.222,0.263,0.278,0.541,0.258,48.8,0.01,
120,ÃÖ½ÂÈ¯,07LC,22,23,20,1,5,1,0,0,6,0,0,0,1,0,0,1,0,2,0,0.25,0.286,0.3,0.586,0.255,46.3,0.01,
121,±è°­,07ÇÑ,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0.01,
122,¼­Á¤È£,07·ÔLF,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.317,90.4,0.01,
123,¹ÚµµÇö,07L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,ÀÌµÎÈ¯,07µÎ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,±è¿ë¼·,07S,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,±è³²Çü,07Çö,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,Á¤´ëÇö,07SP,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,±è¹Î¼º,07·Ô,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
129,±è±¤Çö,07S,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1,,,0.72,,0,
130,±¸´ë¼º,07ÇÑP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,À±±æÇö,07SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±è½ÂÈ¸,07µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Ä«ºê·¹¶ó,07·ÔP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¤Çö¿í,07»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¹Î°æ¼ö,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¶¿õÃµ,07SP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌÇÑÁø,07SP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,³ª½ÂÇö,07·Ô,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¤ÀçÈÆ,07µÎP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¿À½ÂÈ¯,07»ïP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¼ÛÇö¿ì,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¸¶Á¤±æ,07ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÇÏ¶÷,07µÎ3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¾È¿µ¸í,07ÇÑP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¿ø¿ë¹¬,07µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±Ç¿ÀÁØ,07»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ½ÂÇÐ,07µÎP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ»ó¿­,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌµ¿ÇÐ,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,°æÇåÈ£,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
151,±è½ÂÈ¸,07µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¹Î°æ¼ö,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¤Çö¿í,07»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌÇÑÁø,07SP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¶¿õÃµ,07SP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¤ÀçÈÆ,07µÎP,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,³ª½ÂÇö,07·Ô,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¼ÛÇö¿ì,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¿À½ÂÈ¯,07»ïP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÇÏ¶÷,07µÎ3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¾È¿µ¸í,07ÇÑP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¸¶Á¤±æ,07ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ½ÂÇÐ,07µÎP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ»ó¿­,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¿ø¿ë¹¬,07µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±Ç¿ÀÁØ,07»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÈ¸±Ç,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌµ¿ÇÐ,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,°æÇåÈ£,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,³ë°æÀº,07µÎP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¹ÚÁöÃ¶,07·ÔP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±è¼ºÅÂ,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,È²µÎ¼º,07ÇöP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ»óÈ­,07KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,·¹ÀÌ¹ø,07SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÇãÁØÇõ,07·ÔP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Â÷¿ìÂù,07»ïP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÀçÇö,07S,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±è´öÀ±,07µÎP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¼Û½Å¿µ,07ÇöP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
181,Á¤Àçº¹,07LP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,½É¼öÃ¢,07LP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±è¿ì¼®,07L2B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,°¡µæ¿°,07SP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÅÂ¿µ,07µÎP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ½ÂÀç,07·Ô,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ°æÇÊ,07µÎP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌ¿µ¿í,07SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¾çÇöÁ¾,07KP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,Á¤¿ì¶÷,07SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,³ëº´¿À,07ÇöP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÌÇö½Â,07ÇöP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÀÓÃ¢¿ë,07»ï,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±èÀçÇö,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¿ì±Ô¹Î,07LP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¼ÛÀº¹ü,07SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,±è¸íÁ¦,07µÎP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,½ÅÀ±È£,07LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
199,½ÉÀçÇÐ,07KDH,25,58,51,9,12,4,0,0,16,4,0,0,7,0,0,6,3,0,0,0.235,0.328,0.314,0.641,0.31,85.9,0,
200,ÇöÀçÀ±,07»ïC,6,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333,0,0.333,0.24,36.5,0,
201,¹ÚÁØ¼­,07·Ô2B,75,70,61,10,13,2,0,1,18,8,0,0,6,0,0,14,0,3,0,0.213,0.284,0.295,0.579,0.266,53.7,-0.01,
202,Á¤¼ö¼º,07ÇöCF,23,37,35,3,9,1,0,0,10,0,1,2,0,2,0,5,0,0,0,0.257,0.297,0.286,0.583,0.282,66.8,-0.01,
203,±Çµµ¿µ,07ÇöLF,7,11,9,1,2,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0.222,0.3,0.333,0.633,0.273,60.6,-0.01,
204,À¯¿ë¸ñ,07»ï,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132.8,-0.02,
205,Ãß½Â¿ì,07L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-134.9,-0.02,
206,¾çÀÇÁö,07µÎ,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-135.8,-0.02,
207,À¯¼±Á¤,07ÇöC,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,0.19,3,-0.02,
208,¼Õ¾Æ¼·,07·ÔRF,4,6,6,2,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.167,0.167,0.333,0.5,0.222,22.2,-0.03,
209,ÃÖ°æÈ¯,07·ÔLF,36,86,74,3,16,5,1,0,23,6,0,0,9,0,0,13,1,3,0,0.216,0.301,0.311,0.612,0.283,66,-0.04,
210,±èÀçÇö,07SDH,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.661,0.313,87.5,-0.04,
211,¼Õ½ÂÇö,07»ïC,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132.8,-0.04,
212,ÀÌµ¿ÈÆ,07·ÔC,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138.5,-0.04,
213,±è¼ºÇö,07SSS,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.04,
214,°­Çõ,07SDH,10,11,7,1,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0.364,0,0.364,0.262,50.4,-0.05,
215,¸®¿À½º,07·Ô3B,38,142,134,12,31,7,0,2,44,17,0,1,4,1,0,18,3,0,3,0.231,0.254,0.328,0.582,0.269,55.6,-0.05,
216,¿ÀÅÂ±Ù,07LRF,68,63,55,9,14,2,0,0,16,1,5,5,6,0,0,15,0,2,0,0.255,0.328,0.291,0.619,0.292,72.9,-0.05,
217,ÇÑ±Ô½Ä,07K2B,26,58,52,6,10,2,0,1,15,4,1,0,3,1,0,13,1,2,0,0.192,0.25,0.288,0.539,0.248,42,-0.07,
218,¾çÇö¼®,07L,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-134.9,-0.07,
219,ÃÖÁÖÈ¯,07µÎ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-135.8,-0.07,
220,±èÇüÃ¶,07S3B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-139.4,-0.07,
221,ÀÌÃ¢¼®,07·Ô,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-138.5,-0.07,
222,È²µ¿Ã¤,07·ÔLF,69,105,87,11,20,1,1,0,23,5,0,1,9,4,0,23,1,4,1,0.23,0.327,0.264,0.591,0.282,65.2,-0.07,
223,¿ÀÀ±,07ÇöLF,30,44,41,5,8,2,0,1,13,6,0,0,3,0,0,13,1,0,0,0.195,0.25,0.317,0.567,0.266,55.7,-0.08,
224,ÀÌ¿©»ó,07»ï2B,4,7,7,2,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.143,0.143,0.143,0.286,0.136,-37,-0.08,
225,Á¶ÆòÈ£,07ÇöLF,8,6,5,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0.167,0,0.167,0.12,-45.5,-0.08,
226,¹é½Â·æ,07ÇÑ,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-126.9,-0.09,
227,¹ÚÁ¤È¯,07»ï3B,46,84,76,7,17,3,1,0,22,5,1,0,4,0,0,19,5,2,2,0.224,0.256,0.289,0.546,0.249,42.8,-0.09,
228,À¯Àç¿õ,07µÎCF,20,37,33,0,6,1,0,0,7,2,0,0,4,0,0,11,1,0,0,0.182,0.27,0.212,0.482,0.242,37.3,-0.09,
229,Â÷ÀÏ¸ñ,07KC,41,50,37,3,4,1,0,0,5,3,0,0,9,1,0,8,2,2,1,0.108,0.292,0.135,0.427,0.228,28.5,-0.1,
230,¹Ú¿ë±Ù,07L3B,67,38,33,9,5,1,0,0,6,0,4,2,4,1,0,9,1,0,0,0.152,0.263,0.182,0.445,0.231,29.3,-0.11,
231,¾ÈÀç¸¸,07L,10,10,10,2,1,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0.2,0.3,0.133,-39.9,-0.11,
