¼ø¼­,ÀÌ¸§,ÆÀ,°æ±â ¼ö,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,ÃÑ ·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ì,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR,WPA
88,±èÀç±¸,06S1B,45,57,52,4,14,4,0,3,27,15,1,0,3,1,0,16,3,0,1,0.269,0.316,0.519,0.835,0.376,141.6,0.44,
89,¿¬°æÈì,06ÇÑLF,96,209,187,25,38,8,0,9,73,20,0,0,17,2,1,39,7,3,0,0.203,0.277,0.39,0.667,0.304,89,0.43,
90,ÃÖ¸¸È£,06L,46,59,50,5,12,1,0,3,22,4,2,0,4,2,0,18,1,3,0,0.24,0.321,0.44,0.761,0.336,111.7,0.4,
91,ÃÖÁ¤,06S1B,92,304,280,25,62,11,0,12,109,40,3,2,14,7,1,90,6,2,1,0.221,0.275,0.389,0.664,0.305,89.2,0.39,
92,ÇÑ»óÈÆ,06ÇÑ2B,95,187,161,14,39,7,0,1,49,11,2,1,15,1,0,29,5,8,2,0.242,0.307,0.304,0.612,0.28,72.8,0.35,
93,¼Û±¤¹Î,06ÇÑ,18,20,20,4,7,0,0,2,13,5,0,0,0,0,0,4,2,0,0,0.35,0.35,0.65,1,0.456,193.7,0.31,
94,¼­ºê³Ø,06K3B,40,151,143,14,32,3,1,4,49,15,2,1,6,1,0,17,2,0,1,0.224,0.258,0.343,0.601,0.28,71.5,0.31,
95,³ªÁÖÈ¯,06µÎ3B,114,271,233,20,54,8,2,3,75,30,2,7,18,6,2,37,4,10,4,0.232,0.299,0.322,0.621,0.28,71.6,0.29,
96,°­ºÀ±Ô,06»ïDH,87,145,128,16,30,6,1,4,50,16,4,3,13,1,0,33,2,1,2,0.234,0.306,0.391,0.696,0.321,100.7,0.29,
97,¹Ú¿¬¼ö,06·ÔRF,42,64,56,8,14,0,0,2,20,9,0,0,8,0,1,16,3,0,0,0.25,0.344,0.357,0.701,0.329,106.8,0.25,
98,ÀÌÀç¿ø,06SC,23,49,48,2,15,0,0,0,15,4,0,0,1,0,0,9,2,0,0,0.313,0.327,0.313,0.639,0.305,89.1,0.25,
99,±è½Â±Ç,06Çö,21,23,22,4,7,1,0,1,11,7,0,0,1,0,0,6,1,0,0,0.318,0.348,0.5,0.848,0.391,150.7,0.24,
100,ÇãÁØ,06ÇöC,1,1,1,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,4,5,2.184,1434.5,0.16,
101,±èÁø¼ö,06·ÔµÎC,17,21,18,2,5,1,0,0,6,3,1,0,2,0,0,3,2,1,0,0.278,0.35,0.333,0.683,0.312,94.7,0.15,
102,¿ë´öÇÑ,06µÎC,58,94,84,9,18,3,0,2,27,6,0,0,5,0,0,14,2,4,1,0.214,0.256,0.321,0.577,0.258,55.6,0.15,
103,ÀÌ¼º¿­,06LDH,56,143,120,13,26,8,0,2,40,13,2,1,11,8,0,46,2,1,3,0.217,0.317,0.333,0.65,0.308,91.6,0.11,
104,¼Û»ê,06KC,43,46,40,4,9,2,0,0,11,8,0,0,2,2,0,9,2,2,0,0.225,0.296,0.275,0.571,0.266,61.7,0.09,
105,±è¹®È£,06·Ô,8,12,10,0,3,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0.3,0.417,0.3,0.717,0.355,126.4,0.09,
106,Â÷ÀÏ¸ñ,06KC,22,30,27,4,7,0,0,0,7,3,0,0,2,0,0,7,0,1,0,0.259,0.31,0.259,0.57,0.269,63.5,0.08,
107,Áö¼®ÈÆ,06Çö,51,66,53,10,11,2,0,1,16,9,0,1,9,0,0,18,2,4,0,0.208,0.323,0.302,0.625,0.286,75.6,0.08,
108,±èÅÂ¿Ï,06ÇÑ,4,4,4,0,2,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.474,206.6,0.07,
109,¹é½Â·æ,06ÇÑ,37,47,36,6,5,2,0,0,7,0,1,0,8,2,0,14,0,1,0,0.139,0.326,0.194,0.521,0.27,65.9,0.07,
110,ÀÌÅÂÈ£,06»ï,10,6,4,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.25,0.5,0.25,0.75,0.4,157.5,0.07,
111,Á¸°¥,06·ÔRF,43,124,107,10,26,6,0,0,32,10,0,2,15,0,2,12,7,1,1,0.243,0.333,0.299,0.632,0.297,83.5,0.06,
112,±è¼ºÇö,06S,5,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.949,562.5,0.06,
113,°­¸í±¸,06»ïRF,91,24,19,22,1,0,0,0,1,1,21,6,4,1,0,6,0,0,0,0.053,0.25,0.053,0.303,0.189,6.5,0.05,
114,È«¼¼¿Ï,06KSS,66,243,214,14,44,6,0,1,53,17,0,0,19,4,0,34,9,4,2,0.206,0.28,0.248,0.528,0.254,53.4,0.05,
115,±è´ëÀÍ,06»ïLF,107,269,239,18,58,6,1,2,72,23,1,1,17,4,0,31,4,6,3,0.243,0.3,0.301,0.602,0.281,72.5,0.05,
116,¹Ú°¡¶÷,06L,6,21,17,2,5,0,0,0,5,1,1,0,0,1,0,4,0,3,0,0.294,0.333,0.294,0.628,0.261,57.3,0.02,
117,¿ÀÅÂ±Ù,06LRF,70,201,175,20,35,11,2,1,53,8,12,6,14,6,0,35,2,5,1,0.2,0.281,0.303,0.584,0.272,65.3,0.02,
118,Ãß½Â¿ì,06L,38,58,52,7,12,2,0,0,14,5,1,0,2,2,0,8,0,0,2,0.231,0.276,0.269,0.545,0.26,56.5,0.01,
119,¼Õ¿ë¼®,06·Ô,4,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.316,97.4,0.01,
120,È²¼±ÀÏ,06L,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0.01,
121,Á¤º¸¸í,06·Ô3B,66,176,162,15,40,4,0,2,50,18,0,2,4,3,0,30,5,7,0,0.247,0.278,0.309,0.587,0.267,61.4,0.01,
122,¾È»óÁØ,06L3B,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
123,ÀÌº¸±Ù,06ÇöP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,¾ç½ÂÇÐ,06S,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,¹ÚÁøÈ¯,06·Ô,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
,ÀÌÈ£¼º,06µÎ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.01,
127,±è°æÁø,06K,14,21,19,4,3,0,0,1,6,1,0,0,1,1,0,4,1,0,0,0.158,0.238,0.316,0.554,0.264,59.9,0,
128,È«¸íÂù,06S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,È²ÁØ¿µ,06·Ô,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,¾ç¿µµ¿,06»ï,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
,ÃÖ½ÂÁØ,06LC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,
132,¼Û¼ö,06µÎ,9,10,9,0,2,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0.222,0.3,0.222,0.522,0.264,59.7,0,
133,Àü±ÙÇ¥,06Çö1B,51,68,57,5,10,1,0,2,17,5,0,0,10,1,1,13,2,0,0,0.175,0.309,0.298,0.607,0.291,79.3,-0.01,
134,ÀÌ´ëÇü,06LCF,87,169,155,23,40,3,0,0,43,4,15,8,5,0,0,35,1,9,0,0.258,0.281,0.277,0.559,0.253,51,-0.01,
135,Á¤¹ü¸ð,06ÇÑC,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120.5,-0.02,
136,Á¶Çö±Ù,06µÎ»ïP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129.8,-0.02,
137,±èÇö¼ö,06µÎ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131.2,-0.02,
138,°­ÀÎ±Ç,06µÎC,6,17,16,1,4,0,0,0,4,0,0,0,0,0,0,6,1,1,0,0.25,0.25,0.25,0.5,0.223,30.2,-0.03,
139,Àå±³¼º,06µÎ,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0,0.25,0.177,-2.9,-0.03,
140,±èÀç°É,06»ï2B,115,189,171,35,36,6,1,0,44,11,9,3,13,0,0,42,5,5,0,0.211,0.266,0.257,0.524,0.246,47.4,-0.03,
141,ÀÌµ¿ÈÆ,06·ÔC,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-135.9,-0.04,
142,·ùÀç¿ø,06K,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.04,
143,ÀÓ¼ö¹Î,06ÇÑ2B,13,15,13,0,2,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0.154,0.267,0.154,0.421,0.221,32,-0.04,
144,±èÀÎÃ¶,06ÇÑRF,69,97,88,9,20,3,0,0,23,6,3,1,6,2,0,21,3,1,0,0.227,0.292,0.261,0.553,0.267,63.7,-0.05,
145,±èÅÂ±Õ,06S3B,116,261,219,21,49,7,1,1,61,14,1,2,20,3,0,54,3,17,2,0.224,0.295,0.279,0.574,0.259,55.6,-0.06,
146,¹Îº´Çå,06µÎLF,80,64,61,20,12,0,1,0,14,4,17,3,2,0,0,16,1,0,1,0.197,0.219,0.23,0.448,0.212,22,-0.06,
147,Á¤°æ¹è,06S2B,84,237,205,19,43,10,0,3,62,21,0,5,18,3,0,32,5,8,3,0.21,0.28,0.302,0.582,0.268,61.8,-0.06,
148,À±½Â±Õ,06µÎ,4,12,11,0,2,0,0,0,2,0,1,1,0,1,0,3,0,0,0,0.182,0.25,0.182,0.432,0.22,27.9,-0.06,
149,ÃÖÁÖÈ¯,06µÎ,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-131.2,-0.07,
150,Á¶ÆòÈ£,06Çö,9,9,6,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0.222,0,0.222,0.158,-16,-0.08,
151,¿ÀÀçÇÊ,06ÇÑ,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120.6,-0.08,
152,½ºÄ±,06K3B,48,169,153,10,25,1,1,6,46,14,0,0,10,5,1,37,5,0,1,0.163,0.237,0.301,0.537,0.252,51.9,-0.09,
153,ÀÌ½ÂÁØ,06µÎ·Ô,19,41,39,2,9,3,0,0,12,1,0,0,0,0,0,13,0,2,0,0.231,0.231,0.308,0.539,0.237,39.9,-0.09,
154,Ãß°æ½Ä,06·Ô,13,12,10,2,1,1,0,0,2,0,0,0,1,0,0,4,1,1,0,0.1,0.182,0.2,0.382,0.171,-9.5,-0.1,
155,ÀÌº´±Ô,06LCF,7,8,8,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.125,0.125,0.125,0.25,0.119,-46.8,-0.1,
156,±èÁÖÈ£,06µÎ,13,12,12,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.167,0.167,0.167,0.333,0.158,-16.9,-0.11,
157,Á¤¼ö¼º,06ÇöCF,71,90,77,17,17,0,0,0,17,4,7,6,6,3,0,15,1,3,1,0.221,0.299,0.221,0.52,0.251,51,-0.11,
158,±èµ¿°Ç,06S,21,39,32,3,5,1,1,0,8,1,0,0,2,2,0,10,0,3,0,0.156,0.25,0.25,0.5,0.226,30.8,-0.12,
159,À±¼®¹Î,06µÎ,27,48,45,3,8,4,0,0,12,3,0,0,3,0,0,6,5,0,0,0.178,0.229,0.267,0.496,0.236,39.2,-0.13,
160,ÀÌ½ÂÀç,06·ÔC,38,36,34,2,6,2,0,0,8,2,0,0,1,0,0,7,2,0,1,0.176,0.194,0.235,0.43,0.2,11.6,-0.13,
161,±è¿µº¹,06»ïC,7,11,11,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.091,0.091,0.091,0.182,0.086,-66.8,-0.14,
162,±è¿ì¼®,06L,31,27,24,0,4,0,0,0,4,0,0,0,2,0,0,8,1,1,0,0.167,0.231,0.167,0.397,0.193,7.6,-0.17,
163,½Åµ¿ÁÖ,06KRF,8,14,13,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0.077,0.143,0.077,0.22,0.118,-43.6,-0.19,
164,ÀÌ¿ì¹Î,06·ÔCF,89,126,112,12,21,5,0,2,32,12,7,4,4,4,0,42,0,4,1,0.188,0.24,0.286,0.525,0.24,40.9,-0.19,
165,¼ÕÀÎÈ£,06·ÔRF,80,195,167,18,36,2,0,3,47,15,2,2,19,1,1,27,0,6,2,0.216,0.296,0.281,0.578,0.269,62.5,-0.2,
166,ÀÌ½Â¿±,06µÎ,12,12,11,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0.083,0,0.083,0.059,-88.4,-0.21,
167,¹ÚÁØ¼­,06·Ô,67,63,58,5,14,1,0,0,15,3,1,1,1,0,0,18,0,4,0,0.241,0.254,0.259,0.513,0.228,32.6,-0.21,
168,Á¶µ¿È­,06SRF,65,163,139,20,28,3,4,0,39,12,8,1,11,2,0,25,1,9,2,0.201,0.266,0.281,0.547,0.246,45.7,-0.22,
169,°­Á¤È£,06Çö,10,21,20,1,3,1,0,0,4,1,0,1,0,0,0,8,1,1,0,0.15,0.15,0.2,0.35,0.154,-18.3,-0.23,
170,ÃÖ°æÃ¶,06SC,63,80,71,3,13,0,0,0,13,1,0,0,6,0,0,19,3,3,0,0.183,0.247,0.183,0.43,0.207,17.4,-0.25,
171,¹®Èñ¼º,06µÎ1B,34,86,76,5,15,3,0,1,21,4,1,3,7,2,0,15,4,1,0,0.197,0.282,0.276,0.559,0.269,63.1,-0.27,
172,ÇÑ±Ô½Ä,06K,55,79,72,7,13,0,0,2,19,3,0,0,3,1,0,16,4,3,0,0.181,0.224,0.264,0.488,0.224,31.5,-0.27,
173,ÀÌ½ÃÂù,06L,14,28,27,4,4,0,0,0,4,0,1,0,0,0,0,6,0,1,0,0.148,0.148,0.148,0.296,0.136,-34.4,-0.28,
174,Ã¤Á¾±¹,06Çö2B,97,257,222,25,47,9,0,2,62,19,1,2,12,7,1,28,7,14,2,0.212,0.272,0.279,0.551,0.249,49.1,-0.28,
175,Àü»ó·Ä,06µÎRF,98,167,154,24,29,2,3,0,37,11,16,1,8,2,0,32,2,3,0,0.188,0.238,0.24,0.478,0.226,32.2,-0.3,
176,Àå¿øÁø,06µÎ1B,98,214,198,8,50,8,0,2,64,19,1,2,7,2,0,22,7,3,4,0.253,0.28,0.323,0.603,0.278,70,-0.3,
177,±èÁ¤¹Î,06LC,26,22,21,3,1,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0.048,0.091,0.048,0.139,0.077,-77.2,-0.3,
178,¹ÚÁ¤ÁØ,06·ÔCF,34,105,98,5,19,5,0,0,24,4,1,2,6,0,0,24,3,1,0,0.194,0.24,0.245,0.485,0.231,34.6,-0.33,
179,ÀÌ¿ø¼®,06·Ô3B,123,321,287,26,65,8,0,1,76,27,3,1,14,4,0,55,3,12,4,0.226,0.269,0.265,0.533,0.246,45.6,-0.33,
180,¾ÈÄ¡¿ë,06L,20,31,28,2,2,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0.071,0.161,0.071,0.233,0.13,-38.5,-0.35,
181,±è°æ¾ð,06KLF,73,114,100,14,18,5,0,0,23,8,1,1,9,3,1,24,1,2,0,0.18,0.268,0.23,0.498,0.239,42.2,-0.37,
182,±èÇüÃ¶,06S,60,51,47,11,7,1,0,0,8,1,2,0,2,0,0,12,1,2,0,0.149,0.184,0.17,0.354,0.166,-13.2,-0.38,
183,½ÉÀçÇÐ,06KRF,56,139,119,7,21,5,0,2,32,7,0,2,16,0,1,24,1,1,3,0.176,0.268,0.269,0.537,0.254,53,-0.38,
184,±è¼ö¿¬,06ÇÑLF,109,115,106,15,22,1,0,0,23,5,5,2,7,0,0,18,2,2,0,0.208,0.257,0.217,0.474,0.228,36.8,-0.39,
185,¼­¿ëºó,06L1B,32,81,73,7,14,4,0,1,21,9,0,2,5,0,0,13,2,2,1,0.192,0.241,0.288,0.528,0.243,43.8,-0.4,
186,Á¶Áß±Ù,06S1B,54,87,80,7,15,2,0,1,20,5,3,0,2,2,0,30,3,2,1,0.188,0.224,0.25,0.474,0.22,26.9,-0.44,
187,½ÉÁ¤¼ö,06»ïRF,26,96,85,8,12,1,0,1,16,7,0,0,8,2,0,22,3,0,1,0.141,0.229,0.188,0.417,0.21,21.8,-0.56,
188,ÃÖµ¿¼ö,06L1B,54,111,100,5,19,2,0,1,24,13,0,0,7,1,0,21,5,1,2,0.19,0.246,0.24,0.486,0.232,36.1,-0.57,
189,ÃÖ°æÈ¯,06µÎ·ÔRF,86,215,196,14,41,6,0,2,53,11,2,2,12,2,1,32,2,5,0,0.209,0.262,0.27,0.532,0.248,47.4,-0.61,
190,¹Úº´È£,06L1B,48,142,130,7,21,2,0,5,38,13,1,3,9,2,0,42,4,1,0,0.162,0.227,0.292,0.519,0.245,45.4,-0.65,
191,¹ÚÁ¤È¯,06»ï2B,43,100,91,8,15,1,0,0,16,2,1,0,4,0,0,18,4,5,0,0.165,0.2,0.176,0.376,0.175,-3.6,-0.67,
192,±èÁ¾ÈÆ,06»ïRF,96,185,163,18,33,7,0,0,40,6,0,2,11,3,0,36,2,8,0,0.202,0.266,0.245,0.511,0.239,42,-0.69,
193,½Å¸íÃ¶,06·Ô2B,73,185,166,14,29,6,1,0,37,9,5,1,8,0,0,40,2,10,1,0.175,0.211,0.223,0.434,0.196,9,-0.88,
1,±èµ¿ÁÖ,07µÎ3B,119,481,382,68,123,24,0,19,204,78,11,2,83,14,11,55,10,0,2,0.322,0.457,0.534,0.991,0.449,184.7,7.42,
2,ÀÌ´ëÈ£,07·Ô1B,121,514,415,79,139,21,1,29,249,87,1,0,81,13,25,55,9,0,5,0.335,0.453,0.6,1.053,0.461,194.2,7,
3,¾çÁØÇõ,07»ïDH,123,544,442,78,149,34,0,22,249,72,20,8,91,7,15,44,12,1,2,0.337,0.456,0.563,1.019,0.455,187.9,6.72,
4,ºê·ë¹Ù,07ÇöDH,126,547,438,75,135,13,0,29,235,87,3,2,100,4,12,70,17,0,5,0.308,0.437,0.537,0.974,0.437,174.1,5.56,
5,ÀÌÁ¾¿í,07µÎCF,123,528,465,84,147,20,12,1,194,46,47,14,48,4,0,74,6,6,4,0.316,0.382,0.417,0.799,0.369,127.9,5.34,
6,½ÉÁ¤¼ö,07»ïLF,124,515,427,64,110,17,0,31,220,101,6,0,83,3,1,113,10,0,2,0.258,0.381,0.515,0.896,0.406,153.8,5.16,
7,Å©·çÁî,07ÇÑDH,121,498,418,68,134,30,0,22,230,85,1,0,69,7,6,73,15,0,4,0.321,0.422,0.55,0.972,0.438,174.1,5.1,
8,°í¿µ¹Î,07µÎ2B,126,536,444,89,119,29,1,12,186,66,36,10,61,17,1,105,9,8,6,0.268,0.373,0.419,0.792,0.365,124.7,4.91,
9,Á¤±Ù¿ì,07SSS,111,391,341,62,110,24,2,9,165,44,24,10,35,6,0,44,6,9,0,0.323,0.395,0.484,0.879,0.398,149.1,4.88,
10,±èÅÂ±Õ,07ÇÑ1B,118,491,393,62,114,13,0,21,190,85,2,1,90,2,4,70,13,0,6,0.29,0.42,0.483,0.903,0.414,157.5,4.48,
11,ÀÌÅÃ±Ù,07ÇöCF,116,495,438,74,137,15,1,11,187,56,6,1,39,11,5,41,10,5,2,0.313,0.382,0.427,0.809,0.372,129.2,4.42,
12,¹ÚÁø¸¸,07»ïSS,100,400,333,35,104,25,0,7,150,56,5,3,53,4,2,38,5,5,5,0.312,0.408,0.45,0.858,0.393,144.4,4.42,
13,ÀÌÇö°ï,07K3B,126,521,453,63,153,31,0,2,190,48,4,2,43,3,0,61,11,13,8,0.338,0.393,0.419,0.812,0.37,128.2,4.39,
14,Á¤¼ºÈÆ,07Çö3B,122,503,445,59,129,29,1,16,208,76,1,2,40,8,5,66,9,7,3,0.29,0.357,0.467,0.824,0.371,128,4.15,
15,¹Ú°æ¿Ï,07SC,119,437,352,60,87,21,1,15,155,60,6,3,55,10,4,68,9,11,9,0.247,0.357,0.44,0.797,0.354,117.5,3.94,
16,ÀÌ¹üÈ£,07ÇÑ3B,126,505,418,57,103,14,0,21,180,63,2,0,72,5,1,73,14,6,4,0.246,0.361,0.431,0.791,0.363,122.5,3.9,
17,Á¶ÀÎ¼º,07LC,124,464,419,44,118,24,0,13,181,73,1,1,30,4,3,61,8,6,5,0.282,0.332,0.432,0.764,0.345,110.7,3.68,
18,¹ßµ¥½º,07LRF,116,512,435,50,123,15,0,13,177,72,4,1,70,2,4,49,14,0,5,0.283,0.381,0.407,0.788,0.368,127.1,3.37,
19,ÀÌ´ëÇü,07LCF,125,509,451,68,139,13,1,1,157,31,53,20,38,5,1,54,3,13,2,0.308,0.367,0.348,0.715,0.334,102.4,3.35,
20,°­¹ÎÈ£,07·ÔC,125,474,413,48,112,20,0,14,174,68,1,4,37,4,1,88,10,17,3,0.271,0.335,0.421,0.756,0.337,105.2,3.32,
21,¹Ú¿ëÅÃ,07LLF,126,532,479,69,133,24,4,14,207,66,20,2,43,1,6,83,7,4,5,0.278,0.335,0.432,0.767,0.347,111.9,3.23,
22,ÃÖÁ¤,07S3B,122,462,408,49,109,19,1,16,178,66,8,7,33,11,1,84,3,9,1,0.267,0.338,0.436,0.774,0.351,115.1,3.15,
23,ÃÖµ¿¼ö,07L1B,125,493,431,49,132,23,0,12,191,58,1,1,48,5,2,52,16,3,6,0.306,0.378,0.443,0.821,0.377,133.7,3.09,
24,ÀÌÁø¿µ,07SRF,80,248,220,40,77,10,3,7,114,42,6,0,22,2,1,20,2,3,1,0.35,0.412,0.518,0.93,0.421,166.2,3.08,
25,ÀÌÈ£ÁØ,07S1B,101,391,351,56,110,22,1,14,176,71,3,6,31,3,0,59,13,0,6,0.313,0.368,0.501,0.87,0.396,147.7,3.01,
26,¹ÚÀçÈ«,07SRF,115,400,347,53,97,19,1,17,169,54,10,7,41,4,6,52,5,1,7,0.28,0.356,0.487,0.843,0.377,133.9,2.98,
27,Àå¼ºÈ£,07K1B,116,464,395,55,111,22,0,11,166,62,9,4,63,3,3,30,10,0,3,0.281,0.382,0.42,0.802,0.374,130.8,2.94,
28,¹ÚÇö½Â,07·Ô2B,91,360,302,55,98,14,0,3,121,33,1,3,33,10,0,59,9,6,9,0.325,0.398,0.401,0.799,0.37,129.1,2.92,
29,¼ÛÁö¸¸,07ÇöLF,120,478,413,54,116,25,0,15,186,64,10,4,44,6,5,68,12,10,5,0.281,0.355,0.45,0.805,0.36,120.5,2.88,
30,ÀÌ¿ë±Ô,07KCF,118,491,439,61,123,17,8,0,156,27,17,11,37,7,0,40,4,5,3,0.28,0.344,0.355,0.699,0.328,98.7,2.67,
31,¹ÚÇÑÀÌ,07»ïCF,123,559,479,68,128,12,1,2,148,27,10,3,67,4,5,47,7,4,5,0.267,0.359,0.309,0.668,0.32,92.5,2.61,
32,¹ÚÀç»ó,07SLF,123,368,312,53,84,16,1,10,132,37,21,7,42,6,2,50,5,8,0,0.269,0.367,0.423,0.79,0.36,121.8,2.53,
33,Á¤º¸¸í,07·Ô3B,119,436,394,40,111,24,3,2,147,45,5,1,30,4,0,75,12,5,3,0.282,0.336,0.373,0.71,0.33,99.9,2.39,
34,Á¤¼ö±Ù,07·ÔLF,105,395,341,45,100,25,1,4,139,36,10,5,42,1,0,38,6,9,2,0.293,0.371,0.408,0.778,0.357,119.6,2.37,
35,ÀÌÁ¾¿­,07L2B,121,459,389,46,111,13,2,4,140,53,5,3,46,1,0,39,8,19,4,0.285,0.359,0.36,0.719,0.328,98.5,2.32,
36,Áø°©¿ë,07»ïC,122,427,362,28,89,12,0,5,116,39,0,1,49,7,2,38,9,5,4,0.246,0.344,0.32,0.664,0.316,89.9,2.24,
37,±è¹ÎÀç,07ÇÑSS,118,451,395,43,108,17,0,6,143,47,7,3,29,6,0,36,9,20,1,0.273,0.332,0.362,0.694,0.314,89,2.17,
38,ÃÖÈñ¼·,07K1B,52,220,199,20,67,17,0,7,105,46,3,1,18,0,0,37,9,0,3,0.337,0.386,0.528,0.914,0.416,160.1,2.09,
39,±èÁ¾±¹,07KSS,93,342,288,47,69,13,0,6,100,28,13,3,40,6,0,39,13,6,2,0.24,0.342,0.347,0.69,0.324,96,2.09,
40,È«¼ºÈç,07µÎC,80,274,231,21,62,11,0,5,88,39,0,2,26,8,3,29,10,3,6,0.268,0.354,0.381,0.735,0.338,105.7,1.87,
41,ÀÌ¿ì¹Î,07·ÔCF,75,306,269,31,81,4,5,1,98,23,11,8,20,7,0,57,1,10,0,0.301,0.365,0.364,0.729,0.337,104.7,1.82,
42,ÀÌ¼þ¿ë,07Çö1B,95,351,299,39,90,19,1,2,117,34,2,1,42,2,5,33,7,7,1,0.301,0.39,0.391,0.781,0.359,119.7,1.74,
43,±èµ¿¼ö,07ÇöC,111,356,306,22,85,18,0,4,115,39,2,4,26,1,2,19,6,16,7,0.278,0.329,0.376,0.705,0.312,87.5,1.73,
44,±è»óÈÆ,07KC,109,362,320,28,84,17,0,3,110,31,3,0,20,7,0,40,6,13,2,0.263,0.318,0.344,0.662,0.303,80.7,1.72,
45,ÀüÁØÈ£,07ÇöLF,121,430,371,52,110,8,1,1,123,13,11,8,40,9,1,45,6,8,2,0.297,0.377,0.332,0.708,0.337,104.5,1.71,
46,±è»óÇö,07L3B,121,434,378,44,89,27,0,7,137,41,6,0,33,10,0,85,12,10,3,0.235,0.311,0.362,0.674,0.31,85.6,1.66,
47,±èÇö¼ö,07µÎLF,99,353,319,33,87,19,3,5,127,32,5,2,26,5,1,46,12,1,2,0.273,0.335,0.398,0.733,0.34,107.4,1.62,
48,Á¶¿ø¿ì,07ÇÑCF,114,359,319,36,85,15,1,4,114,26,6,1,23,7,0,47,9,9,1,0.266,0.329,0.357,0.686,0.317,91,1.61,
49,È«¼¼¿Ï,07KSS,59,230,199,22,52,7,0,7,80,27,0,2,20,4,0,22,8,5,2,0.261,0.338,0.402,0.74,0.338,105.6,1.39,
50,ÃÖÁØ¼®,07µÎDH,121,451,386,48,94,20,2,16,166,75,1,0,51,2,1,95,10,5,7,0.244,0.33,0.43,0.76,0.344,110,1.38,
51,°íµ¿Áø,07ÇÑRF,124,473,394,68,98,8,5,1,119,37,10,4,50,16,2,67,6,11,2,0.249,0.355,0.302,0.657,0.313,88.6,1.34,
52,ÀÌ´ë¼ö,07SµÎSS,109,366,310,33,78,14,1,3,103,36,5,3,29,7,0,47,7,14,6,0.252,0.324,0.332,0.656,0.3,78.7,1.3,
53,¹Ú°æ¼ö,07L2B,115,295,248,32,59,8,3,3,82,19,10,3,33,5,1,42,9,8,1,0.238,0.338,0.331,0.669,0.312,87,1.28,
